user_name,user_password,game_title,game_genre,game_developer,game_type,session_level,session_playtime,session_is_completed,achievement_list,achievement_points
elizabeth56,EERkTdTe(3,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 1,2976,False,Achiev_33,69
creynolds,8!QMVy67_O,Future-proofed cohesive budgetary management,Simulation,"Callahan, Wang and Smith",singleplayer,Level 23,2938,True,Achiev_9,476
schmidtlori,48YOf+)7_9,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 44,1573,False,Achiev_30,240
richardjohnson,eCGhB&Hy(3,Re-contextualized motivating array,Shooter,Hernandez-Garner,mmo,Level 38,944,False,Achiev_70,310
melissa84,@8tbArUYZ7,Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 54,363,True,Achiev_79,10
krameramanda,$kGV3wh5t1,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 50,2872,False,Achiev_72,221
oford,0r5CQVbM$F,Enterprise-wide methodical knowledgebase,Strategy,Wilkinson Ltd,singleplayer,Level 8,3803,False,Achiev_65,363
ajones,09urP%aU%(,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 37,3096,False,Achiev_58,201
fjackson,8+$YNJYe!v,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 52,1998,False,Achiev_43,446
richardjohnson,eCGhB&Hy(3,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 17,2944,False,Achiev_29,229
joshua09,)yDjjmbf95,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 43,4569,True,Achiev_96,108
keith83,Q*1pDOyza@,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 28,3881,True,Achiev_62,287
xsullivan,u*30IxM((g,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 12,691,True,Achiev_79,411
christina20,yHZ#s_BZ!9,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 51,2520,True,Achiev_44,305
travis57,%LY4KjMfDr,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 52,1831,False,Achiev_42,279
logan03,*7IS5Gyv)M,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 11,4573,True,Achiev_24,410
wcox,_9j_M%NeHN,Phased eco-centric service-desk,Action,"Rodriguez, Anderson and Patton",mmo,Level 23,1706,True,Achiev_35,65
kellerkristin,aXbfQs4N(7,User-centric zero administration customer loyalty,Action,"Mcneil, Bradshaw and Sanders",singleplayer,Level 59,4042,True,Achiev_12,454
williamsbrandon,79MPcC_u(f,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 22,27,False,Achiev_76,376
eholloway,!Te4O3wG8G,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 1,496,True,Achiev_15,358
kellerkristin,aXbfQs4N(7,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 31,458,False,Achiev_38,118
othomas,*Y50IzuTcS,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 39,817,True,Achiev_46,341
christina60,KM_9JmNwU3,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 48,373,False,Achiev_71,308
gillroger,tYu9MuOk!c,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 42,1601,False,Achiev_71,264
jfarmer,9%9ACkdQq^,Profound multimedia policy,Action,"Cook, Taylor and Gutierrez",mmo,Level 36,2155,False,Achiev_21,486
williamsmith,&4*BLq&G3H,Cloned executive solution,RPG,Allen-White,singleplayer,Level 38,2733,True,Achiev_16,360
scottpaul,pr6lxHlL_&,Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 57,630,True,Achiev_26,158
tarasampson,&VuR9FVis9,User-friendly high-level analyzer,RPG,Kennedy Group,mmo,Level 60,1697,True,Achiev_13,107
travis57,%LY4KjMfDr,Re-contextualized motivating array,Shooter,Hernandez-Garner,mmo,Level 38,4546,False,Achiev_54,493
michael63,+el&2NYuDa,Face-to-face next generation process improvement,Strategy,Johnson PLC,mmo,Level 12,4838,True,Achiev_49,420
estesbrent,r8&LgKc++3,User-friendly high-level analyzer,RPG,Kennedy Group,mmo,Level 37,2998,False,Achiev_47,44
davidwest,d0CbRwcT)T,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 10,1190,False,Achiev_84,73
hernandezrebecca,Ua!7SMsK2@,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 15,3052,True,Achiev_56,193
johnsonstacey,(4Rykvm9b4,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 5,2477,True,Achiev_12,321
jasoncrawford,^Bb1nOLtK),User-friendly high-level analyzer,RPG,Kennedy Group,mmo,Level 51,556,True,Achiev_65,29
jeffreydavis,&nWpTQhM+3,Monitored empowering open architecture,Strategy,"Miller, Swanson and Sherman",mmo,Level 50,2575,True,Achiev_1,311
wcox,_9j_M%NeHN,Future-proofed cohesive budgetary management,Simulation,"Callahan, Wang and Smith",singleplayer,Level 57,4649,True,Achiev_1,118
christina20,yHZ#s_BZ!9,User-friendly high-level analyzer,RPG,Kennedy Group,mmo,Level 25,4653,False,Achiev_84,487
sean69,%BXHeiHse6,Phased eco-centric service-desk,Action,"Rodriguez, Anderson and Patton",mmo,Level 60,2766,False,Achiev_46,428
phawkins,#KWawSKav6,Advanced stable model,Action,Middleton-Lowery,mmo,Level 14,611,True,Achiev_22,335
zachary51,909Yy3y9+O,Grass-roots next generation project,Shooter,"Brown, Hendricks and Lee",singleplayer,Level 13,646,False,Achiev_88,91
ccurtis,^i&U1WhVX!,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 2,795,True,Achiev_86,15
othomas,*Y50IzuTcS,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 50,1307,True,Achiev_47,21
williamsmith,&4*BLq&G3H,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 20,1775,True,Achiev_95,270
phawkins,#KWawSKav6,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 33,4505,True,Achiev_98,120
adriannelson,Q*6H2pCSFe,Monitored empowering open architecture,Strategy,"Miller, Swanson and Sherman",mmo,Level 19,666,False,Achiev_22,216
aaron06,$Qfo1AGt+Y,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 44,3003,False,Achiev_35,269
joshua09,)yDjjmbf95,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 46,2043,True,Achiev_100,225
melissamaldonado,XlM_3@PQz^,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 45,3786,False,Achiev_73,409
melissa84,@8tbArUYZ7,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 18,2001,False,Achiev_62,357
randall21,$2o2Bs+nh0,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 54,16,True,Achiev_93,76
yrose,G5N32g#s_a,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 51,4192,True,Achiev_61,202
feliciabrown,W2C+Y6Utw),Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 31,4171,True,Achiev_99,468
hbaker,xuT3uTEub+,Stand-alone local Graphic Interface,Strategy,Martinez-Cordova,singleplayer,Level 7,3388,False,Achiev_88,277
hdudley,a%UT(og8$5,Reduced regional policy,RPG,Simpson LLC,mmo,Level 52,4503,True,Achiev_19,135
jeffreydavis,&nWpTQhM+3,Profound multimedia policy,Action,"Cook, Taylor and Gutierrez",mmo,Level 9,4366,False,Achiev_86,106
james73,fX_Gy2Zm!0,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 32,2177,False,Achiev_44,175
eholloway,!Te4O3wG8G,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 40,4973,False,Achiev_7,277
johnsonstacey,(4Rykvm9b4,Cloned human-resource Graphical User Interface,Action,Miller-Johnson,mmo,Level 42,2068,False,Achiev_85,221
sean69,%BXHeiHse6,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 17,3365,False,Achiev_5,134
jfarmer,9%9ACkdQq^,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 54,4501,True,Achiev_69,122
yrose,G5N32g#s_a,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 26,4179,True,Achiev_39,368
megan40,7)YiU98q@Z,Phased eco-centric service-desk,Action,"Rodriguez, Anderson and Patton",mmo,Level 33,4383,False,Achiev_60,310
wcox,_9j_M%NeHN,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 11,3056,False,Achiev_65,252
smithcarrie,F(1D+LqllX,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 31,1742,False,Achiev_15,40
mprice,3X0O%Qk*^w,Triple-buffered upward-trending info-mediaries,Action,Morrison Inc,mmo,Level 56,4888,False,Achiev_46,88
mcgrathdebbie,4CU)qpMt#1,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 25,2439,False,Achiev_66,489
jeffreydavis,&nWpTQhM+3,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 28,2775,True,Achiev_36,441
scottpaul,pr6lxHlL_&,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 51,2667,False,Achiev_57,60
james73,fX_Gy2Zm!0,Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 42,590,False,Achiev_38,450
steven03,%l1oKgxrV%,Open-source reciprocal policy,Action,Stanley-Vaughn,singleplayer,Level 16,4185,True,Achiev_71,316
donald69,(82(!tWgxV,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 46,3828,True,Achiev_52,40
julia10,@PL8MHofj7,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 58,1763,False,Achiev_87,150
bgonzalez,!_7K1FHxEc,Persevering intermediate service-desk,RPG,Phelps Inc,mmo,Level 21,1875,True,Achiev_91,130
aaron06,$Qfo1AGt+Y,Advanced stable model,Action,Middleton-Lowery,mmo,Level 8,1860,True,Achiev_21,435
elizabeth56,EERkTdTe(3,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 37,1593,True,Achiev_57,127
keith83,Q*1pDOyza@,Persevering intermediate service-desk,RPG,Phelps Inc,mmo,Level 49,3385,True,Achiev_24,192
christina20,yHZ#s_BZ!9,Future-proofed cohesive budgetary management,Simulation,"Callahan, Wang and Smith",singleplayer,Level 54,2660,True,Achiev_100,10
michael63,+el&2NYuDa,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 26,768,False,Achiev_7,306
gsnyder,*&0NfBAd_E,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 1,4039,False,Achiev_62,355
jacksonmelissa,!&cZGpz1u4,Grass-roots next generation project,Shooter,"Brown, Hendricks and Lee",singleplayer,Level 16,4431,True,Achiev_25,228
phawkins,#KWawSKav6,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 28,4192,False,Achiev_100,484
hbaker,xuT3uTEub+,Cloned human-resource Graphical User Interface,Action,Miller-Johnson,mmo,Level 40,3535,False,Achiev_12,181
ajones,09urP%aU%(,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 15,1649,True,Achiev_56,259
xsullivan,u*30IxM((g,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 29,2422,False,Achiev_41,424
jburns,JBSy6MzI%l,User-centric zero administration customer loyalty,Action,"Mcneil, Bradshaw and Sanders",singleplayer,Level 15,4588,True,Achiev_43,268
anthonydavidson,)%ux&8ScBf,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 28,466,True,Achiev_74,253
michele48,d+ZW7S)GSi,Persevering intermediate service-desk,RPG,Phelps Inc,mmo,Level 5,2886,False,Achiev_63,175
jasoncrawford,^Bb1nOLtK),Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 32,427,True,Achiev_18,269
phawkins,#KWawSKav6,Open-source reciprocal policy,Action,Stanley-Vaughn,singleplayer,Level 12,2691,True,Achiev_53,486
tarasampson,&VuR9FVis9,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 15,1664,True,Achiev_2,46
hdudley,a%UT(og8$5,Synchronized tertiary archive,RPG,"Wong, Conley and Robinson",singleplayer,Level 21,1973,True,Achiev_59,470
xsullivan,u*30IxM((g,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 29,4885,True,Achiev_80,342
jacksonmelissa,!&cZGpz1u4,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 44,1117,False,Achiev_84,306
collinsjessica,3$4E0hLh@h,Triple-buffered upward-trending info-mediaries,Action,Morrison Inc,mmo,Level 38,1364,True,Achiev_9,52
christina60,KM_9JmNwU3,Upgradable transitional instruction set,Strategy,Lopez-Sullivan,singleplayer,Level 40,897,True,Achiev_35,60
collinsjessica,3$4E0hLh@h,Persevering intermediate service-desk,RPG,Phelps Inc,mmo,Level 23,440,False,Achiev_79,91
ccurtis,^i&U1WhVX!,User-friendly high-level analyzer,RPG,Kennedy Group,mmo,Level 24,3702,True,Achiev_10,436
phawkins,#KWawSKav6,Phased eco-centric service-desk,Action,"Rodriguez, Anderson and Patton",mmo,Level 37,315,True,Achiev_93,35
adriannelson,Q*6H2pCSFe,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 26,4153,True,Achiev_48,382
melissamaldonado,XlM_3@PQz^,Future-proofed bifurcated website,Simulation,Douglas-Crawford,singleplayer,Level 43,4584,False,Achiev_66,85
keith77,#51FYUCkMi,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 32,3016,True,Achiev_92,335
gsnyder,*&0NfBAd_E,Re-contextualized optimizing analyzer,Shooter,Lawrence Ltd,singleplayer,Level 20,1574,True,Achiev_64,62
mckeeadrian,#19Z$fk1%V,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 27,735,False,Achiev_30,460
estesbrent,r8&LgKc++3,Grass-roots next generation project,Shooter,"Brown, Hendricks and Lee",singleplayer,Level 39,284,True,Achiev_4,383
eholloway,!Te4O3wG8G,Future-proofed cohesive budgetary management,Simulation,"Callahan, Wang and Smith",singleplayer,Level 55,335,False,Achiev_40,121
kellerkristin,aXbfQs4N(7,Stand-alone content-based utilization,Simulation,Hill Ltd,mmo,Level 50,662,False,Achiev_23,379
oford,0r5CQVbM$F,Configurable upward-trending leverage,Simulation,Tate-Wells,singleplayer,Level 43,4570,True,Achiev_45,350
ccurtis,^i&U1WhVX!,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 34,2972,False,Achiev_98,383
madison34,)48EcND#D@,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 6,594,True,Achiev_56,256
uharris,MDMnJ4xM^1,Advanced stable model,Action,Middleton-Lowery,mmo,Level 25,4549,False,Achiev_93,216
keith83,Q*1pDOyza@,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 45,101,True,Achiev_42,172
eric33,RPCr2SOc(L,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 37,4861,False,Achiev_91,200
mprice,3X0O%Qk*^w,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 57,1105,False,Achiev_13,220
feliciabrown,W2C+Y6Utw),Right-sized heuristic alliance,Shooter,"Martin, Sharp and Lopez",singleplayer,Level 28,2511,False,Achiev_25,415
brandon56,q&3nCUBj5&,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 25,2871,False,Achiev_52,366
mckeeadrian,#19Z$fk1%V,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 36,2620,False,Achiev_80,34
schmidtlori,48YOf+)7_9,Advanced stable model,Action,Middleton-Lowery,mmo,Level 45,553,True,Achiev_32,406
ymiddleton,%2lENblOyY,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 49,1909,False,Achiev_64,231
keith83,Q*1pDOyza@,Innovative tertiary process improvement,Action,"Luna, Peters and Lambert",singleplayer,Level 33,2575,False,Achiev_58,299
eric33,RPCr2SOc(L,Reduced regional policy,RPG,Simpson LLC,mmo,Level 26,70,True,Achiev_90,500
ccurtis,^i&U1WhVX!,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 19,445,True,Achiev_59,384
nward,f@d9FdDpXz,Cloned foreground groupware,Shooter,"Flores, Wright and Hudson",singleplayer,Level 24,1494,False,Achiev_47,257
aaron06,$Qfo1AGt+Y,Right-sized heuristic alliance,Shooter,"Martin, Sharp and Lopez",singleplayer,Level 21,2507,False,Achiev_79,278
mckeeadrian,#19Z$fk1%V,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 42,2292,False,Achiev_58,255
robert71,)tkcUy%A7Y,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 16,2632,True,Achiev_64,455
johnsonstacey,(4Rykvm9b4,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 59,4139,True,Achiev_88,332
rosskimberly,@Z6RpuhNjG,Re-contextualized motivating array,Shooter,Hernandez-Garner,mmo,Level 11,2539,True,Achiev_56,304
david15,4K8uQCava&,User-centric zero administration customer loyalty,Action,"Mcneil, Bradshaw and Sanders",singleplayer,Level 31,4761,True,Achiev_12,208
keith83,Q*1pDOyza@,Stand-alone local Graphic Interface,Strategy,Martinez-Cordova,singleplayer,Level 16,2670,True,Achiev_59,241
gsnyder,*&0NfBAd_E,Reduced regional policy,RPG,Simpson LLC,mmo,Level 7,206,False,Achiev_58,111
longjoseph,w9vV(eDp@$,Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 27,1654,False,Achiev_61,350
travis57,%LY4KjMfDr,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 37,3864,False,Achiev_51,40
gillroger,tYu9MuOk!c,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 24,4544,False,Achiev_92,36
sean69,%BXHeiHse6,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 27,2312,True,Achiev_17,219
madison34,)48EcND#D@,Persevering intermediate service-desk,RPG,Phelps Inc,mmo,Level 25,4888,False,Achiev_38,474
randall21,$2o2Bs+nh0,Re-contextualized homogeneous protocol,Action,"Kennedy, Chavez and West",mmo,Level 55,1421,True,Achiev_88,161
joshua09,)yDjjmbf95,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 32,4204,False,Achiev_56,128
xsullivan,u*30IxM((g,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 1,4881,True,Achiev_65,303
david39,&P99vVsr#y,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 7,3962,False,Achiev_88,348
jameswilkins,(5YyBb2nMA,Versatile well-modulated moderator,RPG,Myers PLC,mmo,Level 49,2354,True,Achiev_65,240
bgonzalez,!_7K1FHxEc,Stand-alone local Graphic Interface,Strategy,Martinez-Cordova,singleplayer,Level 11,230,False,Achiev_79,262
kellerkristin,aXbfQs4N(7,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 31,1831,True,Achiev_4,108
kempmelanie,OR0Vy7Ad&L,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 5,842,False,Achiev_98,54
davidwest,d0CbRwcT)T,Grass-roots next generation project,Shooter,"Brown, Hendricks and Lee",singleplayer,Level 46,3008,True,Achiev_86,178
williamsmith,&4*BLq&G3H,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 4,4315,False,Achiev_22,317
david27,&UqVDsrUj8,Future-proofed cohesive budgetary management,Simulation,"Callahan, Wang and Smith",singleplayer,Level 6,1706,False,Achiev_75,440
eholloway,!Te4O3wG8G,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 29,1476,True,Achiev_48,429
leemonica,$_W4xp0o!2,Object-based 24/7 data-warehouse,Simulation,Allen-Oconnor,singleplayer,Level 11,883,True,Achiev_56,40
aaron06,$Qfo1AGt+Y,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 40,4826,False,Achiev_92,232
david27,&UqVDsrUj8,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 18,1114,False,Achiev_33,177
david27,&UqVDsrUj8,Enterprise-wide methodical knowledgebase,Strategy,Wilkinson Ltd,singleplayer,Level 2,1919,False,Achiev_7,169
christina60,KM_9JmNwU3,Profound multimedia policy,Action,"Cook, Taylor and Gutierrez",mmo,Level 25,1295,False,Achiev_9,11
williamsbrandon,79MPcC_u(f,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 40,1183,False,Achiev_83,143
jeffreydavis,&nWpTQhM+3,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 49,2515,True,Achiev_39,225
james73,fX_Gy2Zm!0,Optimized web-enabled productivity,Strategy,Hill LLC,singleplayer,Level 4,4686,False,Achiev_59,280
james73,fX_Gy2Zm!0,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 8,1374,True,Achiev_42,132
creynolds,8!QMVy67_O,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 8,4236,False,Achiev_6,264
zhogan,@0&Z4m@Rtr,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 55,1859,False,Achiev_38,305
gsnyder,*&0NfBAd_E,Stand-alone local Graphic Interface,Strategy,Martinez-Cordova,singleplayer,Level 3,3899,True,Achiev_52,61
krameramanda,$kGV3wh5t1,Cloned executive solution,RPG,Allen-White,singleplayer,Level 34,190,True,Achiev_38,366
rosejennifer,&t&TY5J3w#,Stand-alone local Graphic Interface,Strategy,Martinez-Cordova,singleplayer,Level 7,2815,True,Achiev_4,369
uharris,MDMnJ4xM^1,Operative zero-defect Graphical User Interface,Simulation,Martinez PLC,singleplayer,Level 39,3813,True,Achiev_76,20
williamsmith,&4*BLq&G3H,User-friendly modular concept,Strategy,Wilson-Campbell,mmo,Level 45,3941,True,Achiev_13,421
julia10,@PL8MHofj7,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 25,1941,False,Achiev_66,239
keith77,#51FYUCkMi,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 22,1372,False,Achiev_42,143
ymiddleton,%2lENblOyY,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 12,1447,True,Achiev_38,361
hdudley,a%UT(og8$5,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 38,3055,False,Achiev_26,441
tarasampson,&VuR9FVis9,Front-line composite adapter,Action,Kramer-Robertson,singleplayer,Level 41,1416,True,Achiev_49,305
christina20,yHZ#s_BZ!9,Enterprise-wide methodical knowledgebase,Strategy,Wilkinson Ltd,singleplayer,Level 54,2990,False,Achiev_45,172
logan03,*7IS5Gyv)M,Cloned foreground groupware,Shooter,"Flores, Wright and Hudson",singleplayer,Level 18,4278,True,Achiev_27,446
michael63,+el&2NYuDa,Re-contextualized motivating array,Shooter,Hernandez-Garner,mmo,Level 45,3130,False,Achiev_55,302
eric33,RPCr2SOc(L,Re-contextualized optimizing analyzer,Shooter,Lawrence Ltd,singleplayer,Level 2,2707,False,Achiev_94,175
yrose,G5N32g#s_a,Profound multimedia policy,Action,"Cook, Taylor and Gutierrez",mmo,Level 40,1646,True,Achiev_96,378
robert71,)tkcUy%A7Y,Operative zero-defect Graphical User Interface,Simulation,Martinez PLC,singleplayer,Level 18,605,True,Achiev_57,433
ajones,09urP%aU%(,Advanced stable model,Action,Middleton-Lowery,mmo,Level 42,1120,False,Achiev_88,264
james73,fX_Gy2Zm!0,Object-based optimal service-desk,Shooter,Ortiz-Newton,singleplayer,Level 7,1750,False,Achiev_44,415
mcgrathdebbie,4CU)qpMt#1,Face-to-face systemic projection,RPG,"Orozco, Martinez and Vasquez",singleplayer,Level 50,1683,True,Achiev_81,119
davidwest,d0CbRwcT)T,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 30,716,True,Achiev_5,498
kempmelanie,OR0Vy7Ad&L,Universal attitude-oriented data-warehouse,Action,Rogers-Weaver,mmo,Level 16,924,True,Achiev_18,323
hdudley,a%UT(og8$5,Automated leadingedge contingency,Action,Casey Ltd,singleplayer,Level 40,3548,False,Achiev_92,374
madison34,)48EcND#D@,User-centric zero administration customer loyalty,Action,"Mcneil, Bradshaw and Sanders",singleplayer,Level 18,1563,False,Achiev_82,263
travis57,%LY4KjMfDr,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 32,2670,False,Achiev_81,185
jameswilkins,(5YyBb2nMA,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 42,4000,False,Achiev_81,454
adriannelson,Q*6H2pCSFe,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 11,2675,True,Achiev_46,147
jburns,JBSy6MzI%l,Public-key dynamic Local Area Network,Strategy,"Foster, Ross and Callahan",mmo,Level 31,1696,True,Achiev_57,161
david39,&P99vVsr#y,Enhanced interactive moratorium,Strategy,Vazquez-Lewis,singleplayer,Level 51,2104,True,Achiev_96,231
anthonydavidson,)%ux&8ScBf,Grass-roots next generation project,Shooter,"Brown, Hendricks and Lee",singleplayer,Level 22,4024,True,Achiev_82,390
steven03,%l1oKgxrV%,Open-source reciprocal policy,Action,Stanley-Vaughn,singleplayer,Level 55,3775,False,Achiev_83,265
estesbrent,r8&LgKc++3,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 42,1721,False,Achiev_85,126
logan03,*7IS5Gyv)M,Networked logistical capability,RPG,Roberts Inc,singleplayer,Level 43,1894,False,Achiev_89,90
shannonhill,!F($y8CxR0,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 24,2651,True,Achiev_30,267
jeffreydavis,&nWpTQhM+3,User-friendly high-level analyzer,RPG,Kennedy Group,mmo,Level 22,979,True,Achiev_25,20
travis57,%LY4KjMfDr,Monitored empowering open architecture,Strategy,"Miller, Swanson and Sherman",mmo,Level 8,443,False,Achiev_6,166
jeffreydavis,&nWpTQhM+3,Re-engineered needs-based ability,Action,"Shaw, Peters and Patrick",mmo,Level 55,602,False,Achiev_85,73
mprice,3X0O%Qk*^w,Centralized responsive software,Simulation,"Wyatt, Smith and Little",singleplayer,Level 33,1281,True,Achiev_84,287
leemonica,$_W4xp0o!2,Up-sized exuding functionalities,Shooter,Johns LLC,mmo,Level 2,3694,True,Achiev_56,264
jfarmer,9%9ACkdQq^,Pre-emptive bottom-line initiative,Simulation,Pena LLC,singleplayer,Level 27,1502,False,Achiev_96,375
jasoncrawford,^Bb1nOLtK),Centralized didactic collaboration,Shooter,"Daugherty, Howe and Jenkins",singleplayer,Level 34,4917,True,Achiev_94,305
gillroger,tYu9MuOk!c,Balanced demand-driven success,Shooter,Wyatt Ltd,singleplayer,Level 6,480,True,Achiev_4,382
leemonica,$_W4xp0o!2,Ergonomic value-added Internet solution,Action,Parker Group,mmo,Level 13,584,True,Achiev_26,24
rosejennifer,&t&TY5J3w#,Enhanced explicit migration,Shooter,"Moyer, Elliott and Fuller",singleplayer,Level 56,334,True,Achiev_95,214
othomas,*Y50IzuTcS,De-engineered local superstructure,Action,"Rangel, Blankenship and Preston",singleplayer,Level 48,4103,True,Achiev_37,24
